ID_prestamo;Monto actual del préstamo;Fechas;Término;Puntaje de crédito; Ingresos anuales ;Años en el trabajo;Garantía;Objetivo;Deuda Mensual;Años de Historial de Crédito;Meses desde el último moroso;Número de cuentas abiertas;Saldo de crédito actual;Quiebras;
A01B39/06;2500000;15/1/2022;Long Term;701;$ 32.381.813;10+ years;Rent;Consolidación de la deuda;38230,28;17,7;NA;13;347947;0;
A01B39/08;340186;2/6/2022;Long Term;652;$ 1.700.424;10+ years;Home Mortgage;Para hogar;20688,53;31,5;33;9;193971;0;
A01B39/085;2500000;26/9/2022;Short Term;746;$ 28.846.944;10+ years;Rent;Consolidación de la deuda;15456,88;41,4;48;19;203471;0;
A01B39/10;238656;7/5/2022;Short Term;737;$ 993.111;9 years;Rent;Otros;8226,24;15,4;NA;4;220457;0;
A01B39/12;222530;30/12/2022;Short Term;708;$ 768.740;< 1 year;Own Home;Otros;17168,4;14,4;NA;19;406885;0;
A01B39/14;2500000;31/10/2022;Short Term;746;$ 23.117.298;2 years;Home Mortgage;Comprar vehículo;2257,77;20,8;50;10;14611;0;
A01B39/16;162184;20/1/2022;Short Term;731;$ 465.006;3 years;Rent;Consolidación de la deuda;3754,97;10,3;NA;4;130188;0;
A01B39/163;533544;20/3/2022;Short Term;729;$ 2.272.900;10+ years;Home Mortgage;Consolidación de la deuda;29070,57;22,4;NA;8;457881;0;
A01B39/166;228778;26/7/2022;Short Term;705;$ 676.305;10+ years;Rent;Consolidación de la deuda;10764,45;12,5;NA;10;285570;0;
A01B39/18;300916;22/10/2022;Short Term;737;$ 1.386.050;6 years;Rent;Consolidación de la deuda;22638,88;17;NA;9;255417;0;
A01B39/19;235972;14/4/2022;Long Term;701;$ 1.386.000;6 years;Rent;Consolidación de la deuda;22058,05;14,7;NA;6;322981;0;
A01B39/20;328262;17/3/2022;Short Term;749;$ 2.097.828;3 years;Home Mortgage;Consolidación de la deuda;23076,07;23;64;9;323912;0;
A01B39/22;523248;27/9/2022;Short Term;663;$ 1.788.983;< 1 year;Rent;Consolidación de la deuda;13536,55;15,5;49;17;165528;0;
A01B39/24;2500000;15/5/2022;Long Term;720;$ 13.704.452;7 years;Home Mortgage;Consolidación de la deuda;20169,26;22,6;73;9;635265;0;
A01B39/26;245938;1/3/2022;Short Term;3 years;$ 1.024.043;10+ years;Rent;Consolidación de la deuda;17152,82;14,9;NA;8;254391;0;
A01B39/28;525932;14/2/2022;Short Term;732;$ 1.684.407;10+ years;Home Mortgage;Consolidación de la deuda;12225,93;14,7;NA;7;331569;0;
A01B41/00;448228;18/11/2022;Short Term;744;$ 1.354.871;10+ years;Home Mortgage;Consolidación de la deuda;6153,53;16,9;NA;8;54169;0;
A01B41/02;347710;3/5/2022;Short Term;687;$ 16.844.070;10+ years;Home Mortgage;Consolidación de la deuda;21771,15;19,2;NA;7;24377;0;
A01B41/04;182116;2/3/2022;Short Term;698;$ 11.855.070;1 year;Rent;Consolidación de la deuda;26269,02;29,3;71;26;410362;1;
A01B41/06;220682;19/11/2022;Short Term;712;$ 2.858.835;6 years;Rent;Otros;22799,24;12,5;20;9;339815;0;
A01B43/00;448756;22/9/2022;Short Term;706;$ 1.162.686;3 years;Rent;Consolidación de la deuda;25772,93;9,7;NA;11;401375;0;
A01B43/005;186912;19/6/2022;Short Term;740;$ 484.747;5 years;Rent;Consolidación de la deuda;8886,87;10,2;NA;10;285323;0;
A01B45/00;221518;7/8/2022;Short Term;727;$ 1.243.531;9 years;Home Mortgage;Consolidación de la deuda;24559,59;9,5;NA;13;356231;0;
A01B45/02;395648;28/1/2022;Short Term;723;$ 1.343.531;5 years;Rent;Consolidación de la deuda;35830,2;15,5;8;10;165281;0;
A01B45/023;527054;25/3/2022;Long Term;744;$ 2.465.554;8 years;Rent;Consolidación de la deuda;20135,44;26;NA;10;453150;0;
A01B45/026;458964;2/6/2022;Long Term;704;$ 1.581.731;10+ years;Home Mortgage;Otros;28339,26;23,7;35;13;2203791;0;
A01B47/00;79178;21/12/2022;Short Term;676;$ 382.508;2 years;Home Mortgage;Consolidación de la deuda;6215,85;5,9;NA;10;59166;0;
A01B49/00;220594;15/3/2022;Long Term;744;$ 609.634;3 years;Home Mortgage;Consolidación de la deuda;6401,29;27,7;5;20;373692;0;
A01B49/02;218350;14/2/2022;Short Term;733;$ 1.470.429;3 years;Rent;Consolidación de la deuda;30388,79;11,8;NA;18;343938;1;
A01B49/022;351538;11/9/2022;Short Term;698;$ 1.214.423;< 1 year;Home Mortgage;Consolidación de la deuda;27931,71;20,2;27;15;472283;0;
A01B49/025;126170;26/10/2022;Short Term;750;$ 1.243.531;3 years;Rent;Consolidación de la deuda;13301,14;7,7;46;7;104234;0;
A01B49/027;333960;10/8/2022;Long Term;701;$ 1.470.429;8 years;Rent;Consolidación de la deuda;10927,85;11,9;19;16;175731;0;
A01B49/04;156486;3/3/2022;Short Term;719;$ 637.089;5 years;Home Mortgage;Consolidación de la deuda;6795,73;17;66;11;285950;0;
A01B49/06;128040;15/12/2022;Short Term;730;$ 1.551.920;10+ years;Home Mortgage;Consolidación de la deuda;14096,67;22,6;NA;10;360867;0;
A01B49/065;2500000;22/11/2022;Short Term;745;$ 41.713.420;10+ years;Rent;Consolidación de la deuda;6625,3;33,1;NA;8;44688;0;
A01B51/00;2500000;5/5/2022;Short Term;750;$ 25.401.782;10+ years;Home Mortgage;Consolidación de la deuda;16821,27;18;57;12;255816;0;
A01B51/02;219670;2/7/2022;Short Term;744;$ 1.271.100;< 1 year;Rent;Consolidación de la deuda;15570,88;31,8;50;7;166459;1;
A01B51/023;328504;7/9/2022;Short Term;719;$ 8.465.554;10+ years;Rent;Consolidación de la deuda;10268,17;16,7;NA;8;79724;0;
A01B51/026;88220;22/12/2022;Short Term;746;$ 1.047.622;9 years;Rent;Comprar vehículo;2706,36;13,1;NA;5;73302;0;
A01B51/04;524348;27/7/2022;Long Term;721;$ 8.465.550;8 years;Home Mortgage;Consolidación de la deuda;14702,01;17,9;NA;8;302024;1;
A01B51/045;336006;13/3/2022;Short Term;721;$ 1.166.942;10+ years;Rent;Consolidación de la deuda;24603,1;17,2;33;8;145293;0;
A01B59/00;2500000;31/12/2022;Short Term;745;$ 23.163.089;10+ years;Home Mortgage;Consolidación de la deuda;33400,67;12;NA;14;622383;0;
A01B59/002;184514;11/2/2022;Short Term;702;$ 7.465.550;5 years;Own Home;Consolidación de la deuda;9197,52;19,2;22;11;147592;0;
A01B59/004;258302;16/4/2022;Short Term;730;$ 743.584;2 years;Home Mortgage;Consolidación de la deuda;7807,67;10,8;NA;10;155591;0;
A01B59/006;769010;23/1/2022;Short Term;729;$ 2.808.352;1 year;Home Mortgage;Consolidación de la deuda;22981,64;33,8;50;11;372077;0;
A01B59/008;433268;28/8/2022;Long Term;668;$ 2.982.183;10+ years;Home Mortgage;Consolidación de la deuda;45726,92;34,1;20;21;579500;0;
A01B59/02;127182;13/11/2022;Short Term;740;$ 859.617;10+ years;Own Home;Consolidación de la deuda;15186,51;26,5;NA;16;97318;1;
A01B59/04;349580;25/10/2022;Short Term;749;$ 1.320.823;10+ years;Rent;Consolidación de la deuda;30378,91;22,3;NA;26;262694;0;
A01B59/041;179058;30/6/2022;Short Term;717;$ 1.799.680;2 years;Rent;Otros;14502,32;23,3;14;6;234099;0;
A01B59/0415;222618;6/10/2022;Short Term;729;$ 1.441.967;10+ years;Home Mortgage;Consolidación de la deuda;3652,94;25,9;29;5;79914;1;
A01B59/042;483670;27/10/2022;Long Term;626;$ 1.441.900;7 years;Home Mortgage;Consolidación de la deuda;10363,55;15,8;22;11;14592;1;
A01B59/043;445852;21/4/2022;Short Term;745;$ 1.867.510;1 year;Rent;Para hogar;35949,52;10,1;40;13;205770;0;
A01B59/044;129008;23/6/2022;Short Term;746;$ 523.697;7 years;Rent;Consolidación de la deuda;12481,29;9;26;20;89281;0;
A01B59/046;715682;12/3/2022;Long Term;740;$ 1.799.680;10+ years;Rent;Consolidación de la deuda;27930;17,7;NA;12;291935;0;
A01B59/048;481316;21/10/2022;Short Term;628;$ 965.827;10+ years;Rent;Consolidación de la deuda;13441,17;19,7;NA;9;237082;0;
A01B59/06;174658;30/3/2022;Short Term;730;$ 754.224;10+ years;Home Mortgage;Consolidación de la deuda;14204,4;28;67;11;170088;0;
A01B59/061;89892;23/11/2022;Short Term;741;$ 2.524.416;< 1 year;Rent;Otros;10665,84;20;71;9;229805;0;
A01B59/062;2500000;11/7/2022;Short Term;749;$ 45.719.918;10+ years;Home Mortgage;Consolidación de la deuda;23118,63;25,3;NA;9;381273;0;
A01B59/063;222332;24/8/2022;Long Term;780;$ 2.524.000;9 years;Home Mortgage;Consolidación de la deuda;2822,64;20,8;18;6;89357;1;
A01B59/064;256036;5/6/2022;Long Term;694;$ 1.795.443;10+ years;Own Home;Consolidación de la deuda;24537,55;10,9;33;12;201761;0;
A01B59/065;454630;4/11/2022;Long Term;656;$ 2.020.935;10+ years;Home Mortgage;Consolidación de la deuda;25093,3;28,7;30;11;285342;0;
A01B59/066;288178;2/6/2022;Short Term;731;$ 2.020.900;10+ years;Home Mortgage;Consolidación de la deuda;12029,09;15,6;9;9;312246;0;
A01B59/067;215270;16/9/2022;Short Term;730;$ 2.020.900;10+ years;Home Mortgage;Consolidación de la deuda;23053,46;16,8;NA;18;426683;0;
A01B59/068;2500000;31/8/2022;Long Term;741;$ 29.120.900;3 years;Rent;Facturas médicas;7914,83;16;19;6;4484;0;
A01B59/069;733172;9/5/2022;Long Term;706;$ 1.417.590;10+ years;Home Mortgage;Consolidación de la deuda;33667,81;18;NA;15;548568;0;
A01B61/00;385330;20/11/2022;Long Term;737;$ 1.336.669;1 year;Home Mortgage;Consolidación de la deuda;14146,45;38,7;NA;19;585561;0;
A01B61/02;191510;29/12/2022;Short Term;690;$ 1.337.779;1 year;Rent;Consolidación de la deuda;13439,08;20,3;NA;10;659661;0;
A01B61/025;380138;1/9/2022;Short Term;741;$ 1.336.669;< 1 year;Home Mortgage;Consolidación de la deuda;18452,23;17,6;NA;21;343691;0;
A01B61/04;155210;6/9/2022;Short Term;736;$ 8.061.764;10+ years;Rent;Consolidación de la deuda;20825,71;10,9;NA;13;133247;0;
A01B61/042;225456;23/3/2022;Short Term;701;$ 6.061.764;9 years;Rent;Consolidación de la deuda;19257,07;30,6;22;12;281865;0;
A01B61/044;87362;29/1/2022;Short Term;729;$ 5.084.706;9 years;Rent;Otros;9403,86;10;NA;8;186105;0;
A01B61/046;2500000;29/6/2022;Long Term;703;$ 41.121.988;2 years;Home Mortgage;Consolidación de la deuda;6470,07;16,9;NA;5;92530;0;
A01B61/048;435820;27/4/2022;Long Term;650;$ 1.505.560;2 years;Rent;Consolidación de la deuda;26723,69;10,5;NA;15;390640;0;
A01B63/00;346764;18/2/2022;Short Term;702;$ 1.123.014;< 1 year;Rent;Consolidación de la deuda;15272,96;17,8;77;6;448571;0;
A01B63/002;111914;27/5/2022;Short Term;718;$ 947.131;5 years;Rent;Otros;576,27;30,7;48;4;57741;0;
A01B63/004;767844;1/5/2022;Long Term;714;$ 1.724.155;1 year;Home Mortgage;Préstamo comercial;19727,13;18;NA;7;229786;0;
A01B63/006;498850;10/8/2022;Long Term;715;$ 9.084.706;10+ years;Home Mortgage;Consolidación de la deuda;24350,02;9,5;36;18;386574;0;
A01B63/008;430364;22/6/2022;Short Term;790;$ 1.853.803;3 years;Home Mortgage;Consolidación de la deuda;23415,79;14,1;NA;15;404643;0;
A01B63/02;285604;28/7/2022;Short Term;706;$ 1.253.803;10+ years;Home Mortgage;Otros;5898,36;29,4;59;14;89566;0;
A01B63/023;135234;14/4/2022;Short Term;701;$ 15.538.030;1 year;Home Mortgage;Para hogar;29036,18;23;NA;18;684722;0;
A01B63/026;182886;7/12/2022;Short Term;713;$ 1.397.340;< 1 year;Home Mortgage;Otros;3162,36;19,4;26;9;120156;0;
A01B63/04;64680;16/9/2022;Short Term;732;$ 1.753.803;10+ years;Home Mortgage;Consolidación de la deuda;26184,66;28,8;48;9;412281;0;
A01B63/045;161150;2/9/2022;Short Term;732;$ 1.410.997;1 year;Home Mortgage;Otros;17872,73;12,1;NA;13;114646;1;
A01B63/06;377740;2/10/2022;Long Term;652;$ 1.039.338;7 years;Rent;Préstamo comercial;16196,36;17,7;77;9;248007;0;
A01B63/08;309738;5/8/2022;Long Term;657;$ 1.953.803;7 years;Home Mortgage;Consolidación de la deuda;14083,18;19,2;38;9;288363;0;
A01B63/10;384252;30/10/2022;Short Term;709;$ 1.753.803;5 years;Home Mortgage;Consolidación de la deuda;18751,86;16,5;NA;8;272365;0;
A01B63/1006;222728;27/4/2022;Short Term;731;$ 1.154.196;1 year;Rent;Consolidación de la deuda;15196,2;6,5;NA;8;269116;0;
A01B63/1013;313060;7/10/2022;Short Term;708;$ 1.953.803;3 years;Home Mortgage;Consolidación de la deuda;19311,6;21;NA;9;428583;0;
A01B63/102;221782;24/1/2022;Short Term;732;$ 1.254.136;10+ years;Home Mortgage;Para hogar;31013,51;22;3;10;198493;0;
A01B63/104;206404;28/8/2022;Short Term;732;$ 1.955.803;9 years;Home Mortgage;Consolidación de la deuda;24243,05;17,2;NA;11;227658;1;
A01B63/106;331936;30/3/2022;Short Term;701;$ 1.428.477;10+ years;Rent;Consolidación de la deuda;25440,62;17,6;NA;11;343919;0;
A01B63/108;221144;7/2/2022;Long Term;665;$ 611.154;2 years;Own Home;Consolidación de la deuda;14566,16;10,9;NA;17;41420;0;
A01B63/11;145684;17/2/2022;Short Term;693;$ 1.128.477;4 years;Rent;Comprar casa;25135,29;14,1;52;16;75050;0;
A01B63/111;70334;25/7/2022;Short Term;705;$ 952.843;4 years;Rent;Otros;13728,83;16,7;20;12;275728;0;
A01B63/1112;243672;6/8/2022;Long Term;611;$ 952.846;4 years;Rent;Consolidación de la deuda;2616,3;12;NA;10;56924;0;
A01B63/1115;87736;29/12/2022;Short Term;664;$ 992.843;2 years;Rent;Otros;1763,01;9,5;NA;3;61788;0;
A01B63/1117;2500000;14/4/2022;Short Term;750;$ 52.428.477;3 years;Home Mortgage;Consolidación de la deuda;15475,12;27,7;31;14;218253;0;
A01B63/112;232804;18/8/2022;Short Term;725;$ 696.749;5 years;Rent;Consolidación de la deuda;15851,13;14,5;NA;20;106267;1;
A01B63/114;131362;16/1/2022;Short Term;701;$ 1.058.794;10+ years;Rent;Consolidación de la deuda;3141,08;19,3;16;8;99617;0;
A01B63/1145;646272;18/11/2022;Short Term;710;$ 2.232.576;5 years;Home Mortgage;Para hogar;26046,72;17,7;26;16;361285;0;
A01B63/118;179366;5/12/2022;Short Term;725;$ 2.071.836;1 year;Rent;Consolidación de la deuda;51623;21,3;36;30;133532;0;
A01B63/12;216942;15/1/2022;Short Term;747;$ 1.982.252;10+ years;Own Home;Otros;7672,39;27,9;NA;10;210140;0;
A01B63/14;174944;4/9/2022;Short Term;740;$ 1.582.852;7 years;Rent;Consolidación de la deuda;32316,53;17,6;NA;13;585238;0;
A01B63/145;304216;9/4/2022;Short Term;740;$ 4.766.644;< 1 year;Home Mortgage;Consolidación de la deuda;24150,9;18,9;NA;13;278065;2;
A01B63/16;582648;26/5/2022;Long Term;698;$ 1.645.039;2 years;Rent;Consolidación de la deuda;24949,85;17,5;NA;17;490257;0;
A01B63/163;76670;6/6/2022;Short Term;696;$ 1.582.852;3 years;Rent;Consolidación de la deuda;11960,12;17,7;NA;15;168473;1;
A01B63/166;654720;17/8/2022;Long Term;674;$ 1.645.039;10+ years;Home Mortgage;Consolidación de la deuda;23178,1;17,4;NA;10;832922;0;
A01B63/18;221892;6/11/2022;Long Term;706;$ 804.859;3 years;Own Home;Consolidación de la deuda;18042,4;16,7;13;28;354673;0;
A01B63/20;443498;2/2/2022;Long Term;699;$ 3.185.212;1 year;Home Mortgage;Consolidación de la deuda;15853,98;11,1;NA;9;376428;0;
A01B63/22;191136;18/8/2022;Short Term;735;$ 3.135.212;7 years;Rent;Consolidación de la deuda;15032,42;22,5;46;11;219279;0;
A01B63/24;452804;5/7/2022;Long Term;720;$ 874.418;4 years;Home Mortgage;Consolidación de la deuda;15957,91;16,9;NA;14;566618;0;
A01B63/245;260194;24/7/2022;Long Term;699;$ 1.645.039;10+ years;Home Mortgage;Consolidación de la deuda;20321,45;29,6;25;13;447336;0;
A01B63/26;267410;7/10/2022;Long Term;712;$ 1.758.241;< 1 year;Home Mortgage;Para hogar;43223,1;15;NA;18;1201959;0;
A01B63/28;350526;20/9/2022;Long Term;654;$ 1.135.212;1 year;Home Mortgage;Consolidación de la deuda;15609,26;20,3;24;8;218329;0;
A01B63/30;264396;27/8/2022;Short Term;740;$ 847.476;10+ years;Own Home;Consolidación de la deuda;6462,09;30;NA;7;194465;1;
A01B63/32;336380;15/5/2022;Short Term;704;$ 2.227.180;8 years;Rent;Consolidación de la deuda;2765,45;21;72;2;112328;0;
A01B67/00;520124;5/2/2022;Short Term;741;$ 1.901.330;7 years;Home Mortgage;Consolidación de la deuda;16636,59;15;31;14;489725;0;
A01B69/00;133694;8/8/2022;Short Term;734;$ 1.178.646;7 years;Home Mortgage;Facturas médicas;12768,57;10,1;58;6;83296;0;
A01B69/001;177144;14/1/2022;Short Term;668;$ 563.160;3 years;Rent;Consolidación de la deuda;13281,19;12,1;NA;8;34390;1;
A01B69/002;170214;17/9/2022;Short Term;722;$ 836.475;3 years;Home Mortgage;Consolidación de la deuda;18960,29;14;34;11;106761;0;
A01B69/003;665962;1/12/2022;Long Term;690;$ 1.508.600;10+ years;Home Mortgage;Consolidación de la deuda;29291,92;16,1;NA;13;419444;0;
A01B69/004;218834;9/1/2022;Long Term;721;$ 1.360.742;10+ years;Rent;Consolidación de la deuda;317,49;15,8;NA;2;10564;0;
A01B69/005;2500000;25/11/2022;Short Term;735;$ 22.539.152;5 years;Rent;Consolidación de la deuda;17058,96;18,7;NA;7;394820;0;
A01B69/006;280038;19/4/2022;Short Term;703;$ 1.317.498;1 year;Own Home;Consolidación de la deuda;24812,86;11;NA;11;792433;0;
A01B69/007;130724;27/10/2022;Short Term;748;$ 1.279.598;2 years;Home Mortgage;Consolidación de la deuda;11943,02;21,5;NA;12;113829;0;
A01B69/008;2500000;18/4/2022;Short Term;747;$ 23.028.925;10+ years;Home Mortgage;Consolidación de la deuda;40561,96;27,6;13;13;180348;0;
A01B69/02;99110;28/7/2022;Short Term;740;$ 1.289.593;2 years;Rent;Consolidación de la deuda;3810,83;17,5;NA;5;65626;0;
A01B69/022;326304;7/9/2022;Short Term;666;$ 1.279.983;10+ years;Rent;Consolidación de la deuda;7233,11;20,2;49;22;279186;0;
A01B69/024;500456;4/8/2022;Long Term;689;$ 1.600.088;8 years;Rent;Consolidación de la deuda;18626,08;17;NA;6;205637;0;
A01B69/026;433180;15/9/2022;Long Term;777;$ 1.279.593;10+ years;Own Home;Consolidación de la deuda;21861,97;32,5;NA;12;350018;0;
A01B69/028;216084;15/2/2022;Short Term;781;$ 1.379.593;9 years;Own Home;Consolidación de la deuda;30284,48;20,1;NA;8;204174;0;
A01B71/00;713152;3/12/2022;Long Term;608;$ 3.041.520;3 years;Rent;major_purchase;28134,06;8;21;6;28424;0;
A01B71/02;771936;14/1/2022;Long Term;727;$ 1.828.560;7 years;Home Mortgage;Consolidación de la deuda;28342,68;16,4;28;6;552805;0;
A01B71/04;163560;29/4/2022;Short Term;745;$ 1.023.131;4 years;Home Mortgage;Consolidación de la deuda;13300,57;12;NA;9;38836;0;
A01B71/06;2500000;24/2/2022;Long Term;670;$ 23.711.463;7 years;Home Mortgage;Consolidación de la deuda;14975,23;19,7;NA;5;685862;0;
A01B71/063;107756;13/10/2022;Short Term;751;$ 1.651.377;10+ years;Home Mortgage;Consolidación de la deuda;11073,2;34,8;NA;7;87989;1;
A01B71/066;113718;14/2/2022;Short Term;723;$ 3.396.948;4 years;Own Home;Consolidación de la deuda;8059,04;14;NA;6;112461;1;
A01B71/08;217382;27/3/2022;Long Term;671;$ 3.378.948;8 years;Rent;Consolidación de la deuda;11420,71;19,7;69;12;131480;0;
A01B73/00;130900;11/2/2022;Short Term;729;$ 1.651.477;< 1 year;Rent;Consolidación de la deuda;3412,97;9,9;58;5;104139;0;
A01B73/005;225126;3/9/2022;Short Term;719;$ 1.788.736;7 years;Home Mortgage;Comprar casa;15055,03;19,3;61;21;329593;0;
A01B73/02;216414;23/2/2022;Short Term;709;$ 2.378.948;9 years;Rent;Consolidación de la deuda;7722,93;14;NA;10;229824;0;
A01B73/04;151492;6/6/2022;Short Term;715;$ 12.878.948;10+ years;Rent;Consolidación de la deuda;5037,09;10,9;NA;7;88787;0;
A01B73/042;618838;20/8/2022;Short Term;706;$ 2.178.948;9 years;Rent;Consolidación de la deuda;18133,03;17,7;NA;9;613700;1;
A01B73/044;218988;31/12/2022;Short Term;722;$ 1.978.948;5 years;Rent;Consolidación de la deuda;11024,18;20,5;NA;6;130606;0;
A01B73/046;160424;15/8/2022;Short Term;734;$ 1.289.302;3 years;Home Mortgage;Consolidación de la deuda;23314,71;22,1;NA;8;271453;0;
A01B73/048;269148;28/10/2022;Long Term;608;$ 1.878.948;10+ years;Home Mortgage;Consolidación de la deuda;59186,52;16;11;18;528789;0;
A01B73/06;57420;12/5/2022;Short Term;679;$ 1.877.748;2 years;Home Mortgage;Otros;4630,11;22,5;NA;8;112936;0;
A01B73/062;2500000;24/1/2022;Long Term;728;$ 12.396.785;10+ years;Home Mortgage;Consolidación de la deuda;10056,89;16,6;46;9;514843;0;
A01B73/065;394482;30/9/2022;Long Term;713;$ 1.206.975;10+ years;Rent;Consolidación de la deuda;17501,28;16,6;9;10;186485;0;
A01B73/067;2500000;19/9/2022;Short Term;735;$ 23.648.185;4 years;Rent;Consolidación de la deuda;7184,09;20,9;45;7;343539;0;
A01B75/00;204864;17/1/2022;Short Term;621;$ 9.694.750;2 years;Home Mortgage;Para hogar;2270,12;20,8;NA;6;66861;2;
A01B76/00;318560;3/9/2022;Short Term;737;$ 1.154.364;10+ years;Home Mortgage;Consolidación de la deuda;29532,46;12,1;NA;11;322658;0;
A01B77/00;763532;10/11/2022;Long Term;649;$ 1.714.484;10+ years;Rent;Consolidación de la deuda;48291,16;31,8;14;21;372723;0;
A01B79/00;52184;2/6/2022;Short Term;712;$ 1.958.740;< 1 year;Rent;Consolidación de la deuda;8708,65;11,6;19;11;72390;0;
A01B79/005;130130;26/6/2022;Short Term;743;$ 2.247.624;2 years;Own Home;Para hogar;7042,54;10,2;NA;28;23731;0;
A01B79/02;480172;31/1/2022;Short Term;711;$ 1.215.810;1 year;Rent;Consolidación de la deuda;13272,83;18,7;NA;14;484747;0;
A01C;66902;15/5/2022;Short Term;692;$ 1.208.609;3 years;Own Home;Consolidación de la deuda;34143,19;17,6;NA;17;487008;0;
A01C1/00;768086;16/2/2022;Short Term;718;$ 3.508.483;10+ years;Home Mortgage;Consolidación de la deuda;16431,39;23,7;18;16;796670;0;
A01C1/005;301400;2/10/2022;Short Term;709;$ 5.022.341;3 years;Home Mortgage;Consolidación de la deuda;48122,82;15,2;NA;19;788481;0;
A01C1/02;545710;26/3/2022;Long Term;610;$ 1.470.448;10+ years;Rent;Consolidación de la deuda;37128,66;17,8;NA;22;327465;0;
A01C1/025;51612;3/10/2022;Short Term;731;$ 1.742.824;6 years;Own Home;Consolidación de la deuda;5218,35;11,8;NA;6;63650;0;
A01C1/04;427724;5/6/2022;Short Term;742;$ 2.091.881;9 years;Home Mortgage;Consolidación de la deuda;25625,49;20,5;NA;12;518168;0;
A01C1/042;2500000;4/2/2022;Short Term;735;$ 22.929.429;7 years;Rent;Consolidación de la deuda;6747,28;20,2;NA;11;165243;1;
A01C1/044;66638;7/6/2022;Short Term;721;$ 1.826.204;4 years;Rent;Consolidación de la deuda;29219,15;15,7;8;17;375934;0;
A01C1/046;334532;11/3/2022;Short Term;738;$ 2.022.341;3 years;Rent;Consolidación de la deuda;32188,85;20,9;44;11;460693;0;
A01C2001/048;674388;9/2/2022;Short Term;702;$ 20.223.410;10+ years;Home Mortgage;Consolidación de la deuda;30739,15;18,1;55;9;87343;0;
A01C1/06;666072;7/6/2022;Short Term;731;$ 1.917.480;3 years;Own Home;Consolidación de la deuda;36911,49;23,6;NA;25;647539;0;
A01C1/08;245718;7/11/2022;Short Term;692;$ 926.041;1 year;Rent;Consolidación de la deuda;28475,87;17,3;22;11;378309;0;
